Fluid,Type,Rho_reduced,Temp_reduced,H_reduced,D_reduced,Ref.
n-Decane,C10H22,0.800800154,0.974245311,15.19224897,14.06496317,"Leverant et al., 2023"
n-Decane,C10H22,0.82289328,0.928414434,15.19224897,11.62107634,"Leverant et al., 2023"
n-Decane,C10H22,0.854671063,0.858322858,15.19224897,8.934410059,"Leverant et al., 2023"
n-Decane,C10H22,0.877672126,0.807386887,15.19224897,6.491096589,"Leverant et al., 2023"
n-Decane,C10H22,0.882817101,0.79027792,15.19224897,5.529821441,"Leverant et al., 2023"
n-Decane,C10H22,0.888264721,0.777262227,15.19224897,5.260189657,"Leverant et al., 2023"
n-Decane,C10H22,0.89583086,0.765810257,15.19224897,4.742312394,"Leverant et al., 2023"
n-Decane,C10H22,0.899765252,0.756542899,15.19224897,5.127877435,"Leverant et al., 2023"
n-Decane,C10H22,0.915805467,0.720140352,15.19224897,2.167164502,"Leverant et al., 2023"
n-Decane,C10H22,0.677320765,1.194132335,22.78837346,37.99675246,"Leverant et al., 2023"
n-Decane,C10H22,0.72059908,1.12617938,22.78837346,26.74679251,"Leverant et al., 2023"
n-Decane,C10H22,0.760245649,1.05413315,22.78837346,21.02254491,"Leverant et al., 2023"
n-Decane,C10H22,0.782036129,1.012188585,22.78837346,17.20957155,"Leverant et al., 2023"
n-Decane,C10H22,0.786575812,1.030217389,22.78837346,17.38396835,"Leverant et al., 2023"
n-Decane,C10H22,0.795049888,0.985835256,22.78837346,16.66403926,"Leverant et al., 2023"
n-Decane,C10H22,0.800800154,0.974245311,22.78837346,14.55277729,"Leverant et al., 2023"
n-Decane,C10H22,0.82289328,0.928414434,22.78837346,14.50866685,"Leverant et al., 2023"
n-Decane,C10H22,0.854671063,0.858322858,22.78837346,9.121516322,"Leverant et al., 2023"
n-Decane,C10H22,0.877672126,0.807386887,22.78837346,7.768674971,"Leverant et al., 2023"
n-Decane,C10H22,0.882817101,0.79027792,22.78837346,6.229128709,"Leverant et al., 2023"
n-Decane,C10H22,0.888264721,0.777262227,22.78837346,5.009325836,"Leverant et al., 2023"
n-Decane,C10H22,0.89583086,0.765810257,22.78837346,5.262769774,"Leverant et al., 2023"
n-Decane,C10H22,0.899765252,0.756542899,22.78837346,6.2441125,"Leverant et al., 2023"
n-Decane,C10H22,0.915805467,0.720140352,22.78837346,4.384631729,"Leverant et al., 2023"
Toluene,C6H5CH3,0.687742385,1.406171874,6.233385278,30.52754012,"Leverant et al., 2023"
Toluene,C6H5CH3,0.816105818,1.121059977,6.233385278,13.2162671,"Leverant et al., 2023"
Toluene,C6H5CH3,0.821785616,1.106690338,6.233385278,12.20730648,"Leverant et al., 2023"
Toluene,C6H5CH3,0.858947722,1.007015219,6.233385278,8.026558936,"Leverant et al., 2023"
Toluene,C6H5CH3,0.887184432,0.928466891,6.233385278,5.753604815,"Leverant et al., 2023"
Toluene,C6H5CH3,0.894811589,0.90711201,6.233385278,5.134022476,"Leverant et al., 2023"
Toluene,C6H5CH3,0.899679987,0.89297046,6.233385278,4.525948233,"Leverant et al., 2023"
Toluene,C6H5CH3,0.912013262,0.921453139,6.233385278,1.943308327,"Leverant et al., 2023"
Toluene,C6H5CH3,0.914609741,0.850089631,6.233385278,0.585943292,"Leverant et al., 2023"
Toluene,C6H5CH3,0.938951732,0.779809548,6.233385278,0.157867455,"Leverant et al., 2023"
Toluene,C6H5CH3,0.687742385,1.406171874,9.350077917,34.73893376,"Leverant et al., 2023"
Toluene,C6H5CH3,0.816105818,1.121059977,9.350077917,14.25576844,"Leverant et al., 2023"
Toluene,C6H5CH3,0.821785616,1.106690338,9.350077917,12.65418308,"Leverant et al., 2023"
Toluene,C6H5CH3,0.858947722,1.007015219,9.350077917,9.151148515,"Leverant et al., 2023"
Toluene,C6H5CH3,0.887184432,0.928466891,9.350077917,6.082133523,"Leverant et al., 2023"
Toluene,C6H5CH3,0.894811589,0.90711201,9.350077917,5.94399423,"Leverant et al., 2023"
Toluene,C6H5CH3,0.899679987,0.89297046,9.350077917,5.193712814,"Leverant et al., 2023"
Toluene,C6H5CH3,0.912013262,0.921453139,9.350077917,4.682403523,"Leverant et al., 2023"
Toluene,C6H5CH3,0.914609741,0.850089631,9.350077917,0.940038518,"Leverant et al., 2023"
Toluene,C6H5CH3,0.938951732,0.779809548,9.350077917,0.057751245,"Leverant et al., 2023"
Toluene,C6H5CH3,0.687742385,1.406171874,12.46677056,33.98163367,"Leverant et al., 2023"
Toluene,C6H5CH3,0.816105818,1.121059977,12.46677056,13.7645667,"Leverant et al., 2023"
Toluene,C6H5CH3,0.821785616,1.106690338,12.46677056,13.38246001,"Leverant et al., 2023"
Toluene,C6H5CH3,0.858947722,1.007015219,12.46677056,9.56986612,"Leverant et al., 2023"
Toluene,C6H5CH3,0.887184432,0.928466891,12.46677056,6.643247995,"Leverant et al., 2023"
Toluene,C6H5CH3,0.894811589,0.90711201,12.46677056,6.268223211,"Leverant et al., 2023"
Toluene,C6H5CH3,0.899679987,0.89297046,12.46677056,5.304915577,"Leverant et al., 2023"
Toluene,C6H5CH3,0.912013262,0.921453139,12.46677056,5.671593831,"Leverant et al., 2023"
Toluene,C6H5CH3,0.914609741,0.850089631,12.46677056,4.699728896,"Leverant et al., 2023"
Toluene,C6H5CH3,0.938951732,0.779809548,12.46677056,0.434188195,"Leverant et al., 2023"
Toluene,C6H5CH3,0.687742385,1.406171874,18.70015583,35.78992211,"Leverant et al., 2023"
Toluene,C6H5CH3,0.816105818,1.121059977,18.70015583,14.72237321,"Leverant et al., 2023"
Toluene,C6H5CH3,0.821785616,1.106690338,18.70015583,14.6227207,"Leverant et al., 2023"
Toluene,C6H5CH3,0.858947722,1.007015219,18.70015583,10.08823624,"Leverant et al., 2023"
Toluene,C6H5CH3,0.887184432,0.928466891,18.70015583,7.890632739,"Leverant et al., 2023"
Toluene,C6H5CH3,0.894811589,0.90711201,18.70015583,6.583958121,"Leverant et al., 2023"
Toluene,C6H5CH3,0.899679987,0.89297046,18.70015583,6.068665258,"Leverant et al., 2023"
Toluene,C6H5CH3,0.912013262,0.921453139,18.70015583,6.238420196,"Leverant et al., 2023"
Toluene,C6H5CH3,0.914609741,0.850089631,18.70015583,5.237511022,"Leverant et al., 2023"
Toluene,C6H5CH3,0.938951732,0.779809548,18.70015583,0.034987981,"Leverant et al., 2023"
Toluene,C6H5CH3,0.687742385,1.406171874,28.05023375,39.3263428,"Leverant et al., 2023"
Toluene,C6H5CH3,0.816105818,1.121059977,28.05023375,16.43794351,"Leverant et al., 2023"
Toluene,C6H5CH3,0.821785616,1.106690338,28.05023375,16.78063602,"Leverant et al., 2023"
Toluene,C6H5CH3,0.858947722,1.007015219,28.05023375,12.61464245,"Leverant et al., 2023"
Toluene,C6H5CH3,0.887184432,0.928466891,28.05023375,8.647658826,"Leverant et al., 2023"
Toluene,C6H5CH3,0.894811589,0.90711201,28.05023375,6.891388655,"Leverant et al., 2023"
Toluene,C6H5CH3,0.899679987,0.89297046,28.05023375,8.314282385,"Leverant et al., 2023"
Toluene,C6H5CH3,0.912013262,0.921453139,28.05023375,6.809883522,"Leverant et al., 2023"
Toluene,C6H5CH3,0.914609741,0.850089631,28.05023375,6.934512396,"Leverant et al., 2023"
Toluene,C6H5CH3,0.938951732,0.779809548,28.05023375,2.063447779,"Leverant et al., 2023"
